nSeg,nSegNum,CV,realCV,targetMean,realMean,Density,realDensity,L,numL,gurobiMinMax,greedyMinMax,greedyT1,greedyT2,improvedMinMax,improvedT1,improvedT2,errorGreedyAbs,errorGreedy,errorImprovedAbs,errorImproved,kGreedy,kImproved,timeGreedy,timeImproved,timeGurobi
0,7,1,0.6561117207582473,66.21487673842157,76.58,1,0.914,2,1282,2300.0814070191354,2350.5018689748417,1,2,2300.0814070191354,2,2,50.42046195570629,0.0219211640952527,0.0,0.0,1.0219211640952528,1.0,0.0020006895065307,0.0021035596728324,370.2673651501536
0,3,1,0.686068226491097,86.37917857524924,92.92,1,0.62,2,1580,1229.3611947250104,1445.0700121219534,0,1,1229.3611947250104,1,1,215.708817396943,0.175464150261546,0.0,0.0,1.1754641502615462,1.0,0.0008954778313636,0.0009960532188415,90.63420865684748
0,6,1,0.6847373210522614,58.829806842471456,64.24,1,0.94,2,1573,1301.2436252799764,1303.239625295976,1,1,1303.239625295976,1,1,1.996000015999698,0.0015339172290432,1.996000015999698,0.0015339172290432,1.0015339172290434,1.0015339172290434,0.0011269748210906,0.0011339783668517,227.883546628058
1,36,1,0.6355949309055154,10.291412501582869,11.06,1,0.814,2,1440,1307.1264339294023,1315.206427370465,1,1,1315.206427370465,1,1,8.079993441062697,0.0061814934128239,8.079993441062697,0.0061814934128239,1.006181493412824,1.006181493412824,0.0133724585175513,0.0133770257234572,176.90314672142267
0,6,1,0.6898185141974539,47.5641498439235,47.74,1,0.862,2,1519,1297.200986909846,1359.485822651504,1,1,1359.485822651504,1,1,62.28483574165784,0.0480147921333539,62.28483574165784,0.0480147921333539,1.048014792133354,1.048014792133354,0.001115471124649,0.0011246651411056,202.75603095442057
0,5,1,0.6361191635861313,73.70989521582727,74.48,1,0.752,2,1562,1276.2513198004394,1552.270873664364,0,1,1276.2513198004394,1,1,276.01955386392456,0.216273667718584,0.0,0.0,1.216273667718584,1.0,0.0010004341602325,0.0010614693164825,183.3268130049109
0,8,1,0.6984391795853465,49.886778921907286,53.2,1,0.9,2,1489,1294.7817989217451,1304.681808919746,1,1,1304.681808919746,1,1,9.900009998000767,0.0076460836924377,9.900009998000767,0.0076460836924377,1.0076460836924377,1.0076460836924377,0.001641847193241,0.00164907425642,213.29654295742512
1,31,1,0.7518998338321892,11.760999815224372,11.84,1,0.836,2,1442,1307.570496893633,1324.8594134208734,1,1,1324.8594134208734,1,1,17.288916527240417,0.0132221678053407,17.288916527240417,0.0132221678053407,1.0132221678053408,1.0132221678053408,0.0123266428709029,0.0123460590839385,246.54202158004043
1,12,1,0.6739437262057106,35.89539426117588,37.0,1,0.814,2,1433,1291.9707546838092,1321.4055230550598,1,1,1321.4055230550598,1,1,29.434768371250584,0.0227828441662012,29.434768371250584,0.0227828441662012,1.0227828441662012,1.0227828441662012,0.0021978467702865,0.0022023990750312,150.36271378397942
1,10,1,0.6070360921242375,51.56214153623223,55.5,1,0.84,2,1481,1300.697808663754,1362.6977132408715,1,1,1362.6977132408715,1,1,61.9999045771176,0.0476666479824487,61.9999045771176,0.0476666479824487,1.0476666479824488,1.0476666479824488,0.0016726478934287,0.0016773492097853,220.59117055684328
0,3,1,0.6411929651562688,93.75141947156672,97.26,1,0.84,2,1496,1292.7954462914013,1361.1647666580225,1,1,1361.1647666580225,1,1,68.3693203666212,0.0528848709691467,68.3693203666212,0.0528848709691467,1.0528848709691467,1.0528848709691467,0.0006792470812797,0.0006809532642364,171.3279660269618
1,14,1,0.6240272084462877,23.183676044968628,29.26,1,0.81,2,1491,1296.2886228952116,1296.2886228952116,1,1,1296.2886228952116,1,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0064495876431464,0.006496526300907,151.15674267709255
1,27,1,0.7167493394440403,16.503305666456384,14.54,1,0.824,2,1492,1306.571496892633,1337.410790799784,1,1,1337.410790799784,1,1,30.83929390715116,0.0236032195562929,30.83929390715116,0.0236032195562929,1.023603219556293,1.023603219556293,0.016395054757595,0.0164105892181396,188.49041589349508
